scheduler,planner,order_mode,Tasks Completed,Task Success Rate,Total Task Time,Avg Task Time,Throughput,Total AGV Collisions,Scheduler Calls,Scheduler Total Time,Scheduler Avg Time,Planner Calls,Planner Total Time,Planner Avg Time,Decision Total Time,Sim Steps,finished,sim_steps
random,dhc,continuous_burst,97.62,0.9762000000000001,25182.62,258.23559622662435,0.14926902591100089,1617.59,174.25,0.003489734000759199,2.1061859585962584e-05,658.8,12.275564045001156,0.018633257375241276,12.279053779001915,658.8,0.59,658.8
ta,astar,oneshot,100.0,1.0,16562.33,165.62330000000006,0.25296221107532324,187.86,127.73,0.005773363993284875,5.079285317543301e-05,275.1,1.4241641839912336,0.004791328539985946,1.4299375479845184,405.86,1.0,405.86
ta,astar,continuous_constant,100.0,1.0,4668.24,46.68239999999999,0.18211061049970834,222.03,244.84,0.005974221005672007,2.496312444859851e-05,371.57,1.5659551199951238,0.004100536534203571,1.5719293410007957,550.84,1.0,550.84
ta,astar,continuous_periodic,100.0,1.0,14290.93,142.90929999999997,0.23858941048090254,197.93,136.3,0.006595090002592769,5.280971116841393e-05,291.19,1.178860906003174,0.003850749088141046,1.185455996005767,426.77,1.0,426.77
ta,astar,continuous_pareto,99.98,0.9998,13172.98,131.7556020408164,0.20873024058909218,199.1,192.52,0.005402695002994733,3.0468468239726303e-05,321.23,1.362077345995931,0.004025663399711057,1.3674800409989256,491.25,0.99,491.25
ta,astar,continuous_burst,100.0,1.0,15233.43,152.3343,0.23106149565594059,192.44,174.82,0.0063246759985486276,3.86741957830936e-05,294.78,1.4006696359958732,0.004556850607426526,1.406994311994422,440.74,1.0,440.74
ta,cbs_fw,oneshot,99.99,0.9998999999999999,15595.19,155.97071515151518,0.26299833418158863,143.08,130.23,0.0056915659996593605,4.825328640674219e-05,278.79,14.230797525999442,0.044251311708789175,14.2364890919991,390.69,0.99,390.69
ta,cbs_fw,continuous_constant,99.99,0.9999000000000001,4739.4,47.40353131313133,0.17779868428020212,140.34,274.15,0.006045691010440351,2.264734148330653e-05,394.78,9.93856182200274,0.02403054092067404,9.94460751301318,565.84,0.99,565.84
ta,cbs_fw,continuous_periodic,100.0,1.0,14421.62,144.2162,0.23710223020126633,129.21,144.44,0.006730551996515715,4.98991542951241e-05,311.68,12.248109394003187,0.03663252550810843,12.254839945999702,432.42,1.0,432.42
ta,cbs_fw,continuous_pareto,100.0,1.0,13295.59,132.9558999999999,0.21018765239618925,166.36,187.92,0.005516841000498971,3.228805039537483e-05,351.18,21.0217758199924,0.055248989674047316,21.0272926609929,490.29,1.0,490.29
ta,cbs_fw,continuous_burst,99.99,0.9999000000000001,14566.85,145.68285353535356,0.23318793826931117,168.73,178.75,0.0062605680038541325,3.735279734375813e-05,307.9,22.2204987130042,0.05896671724388814,22.226759281008054,441.34,0.99,441.34
ta,dhc,oneshot,98.99,0.9898999999999998,19426.64,195.81398909271732,0.20656835470225668,1291.94,138.96,0.007006968007262912,6.126209778732019e-05,504.14,9.376641289999606,0.018602636541159092,9.38364825800687,504.14,0.89,504.14
ta,dhc,continuous_constant,98.04,0.9803999999999998,6668.42,68.75122987137757,0.15985224310088203,1528.34,233.06,0.007674557001082576,3.505201069817965e-05,620.92,11.564560705012045,0.018625024723082917,11.572235262013129,620.92,0.78,620.92
ta,dhc,continuous_periodic,99.55,0.9954999999999999,16871.69,169.57192662114548,0.1935845746814845,1351.52,169.12,0.008338862999298726,5.460776145969173e-05,532.94,9.924645154003374,0.018625261931244058,9.932984017002672,532.94,0.88,532.94
ta,dhc,continuous_pareto,97.28,0.9727999999999999,16151.3,164.73397184088705,0.16893337285527965,1498.53,185.18,0.006506449998487369,3.8669662140913414e-05,595.92,11.091849258000147,0.018615094570408785,11.098355707998635,595.92,0.74,595.92
ta,dhc,continuous_burst,98.61,0.9860999999999999,17823.42,180.017945737131,0.1907411553273654,1291.34,183.07,0.007633466998086078,4.570417112359257e-05,538.56,10.02750849900738,0.01862070943446022,10.035141966005467,538.56,0.88,538.56
